,Profile Name,Start Time,Duration,Title,Bookmark,Latest Bookmark,Country
4619,Perfil 2,2019-04-26 22:55:31,00:42:32,Salvation: Temporada 1: As razões de Darius (Episódio 3),00:42:59,Not latest view,BR (Brazil)
4620,Perfil 2,2019-04-26 22:55:15,00:00:07,Salvation: Temporada 1: As razões de Darius (Episódio 3),00:00:07,Not latest view,BR (Brazil)
4621,Perfil 2,2019-04-25 00:23:24,00:43:31,Case: Temporada 1: Episódio 3 (Episódio 3),00:43:13,00:43:13,BR (Brazil)
4622,Perfil 2,2019-04-25 00:00:41,00:14:39,Case: Temporada 1: Episódio 2 (Episódio 2),00:45:34,00:45:34,BR (Brazil)
4623,Perfil 2,2019-04-23 17:27:12,00:06:31,Salvation: Temporada 1: As razões de Darius (Episódio 3),00:06:31,Not latest view,BR (Brazil)
4624,Perfil 2,2019-04-23 00:09:32,00:07:03,Star Trek: Discovery: Temporada 2: Doce tristeza - Parte 2 (Episódio 14),01:04:01,Not latest view,BR (Brazil)
4625,Perfil 2,2019-04-21 23:28:55,00:22:03,Truques da Mente: Temporada 5: Além da face (Episódio 10),00:22:04,00:22:04,BR (Brazil)
4626,Perfil 2,2019-04-21 22:43:56,00:48:01,Case: Temporada 1: Episódio 1 (Episódio 1),00:46:07,00:46:07,BR (Brazil)
4627,Perfil 2,2019-04-18 23:17:55,01:42:17,Click,01:41:17,01:41:17,BR (Brazil)
4628,Perfil 2,2019-04-18 00:00:40,00:40:47,A Qualquer Preço,00:37:29,Not latest view,BR (Brazil)
4629,Perfil 2,2019-04-17 23:31:09,00:58:49,Star Trek: Discovery: Temporada 2: Doce tristeza - Parte 1 (Episódio 13),00:46:59,00:46:59,BR (Brazil)
4630,Perfil 2,2019-04-17 23:30:25,00:00:11,Star Trek: Discovery: Temporada 2: Pelo Vale das Sombras (Episódio 12),00:45:37,00:45:37,BR (Brazil)
4631,Perfil 2,2019-04-17 23:29:37,00:00:23,Star Trek: Discovery: Temporada 2: Doce tristeza - Parte 1 (Episódio 13),00:00:23,Not latest view,BR (Brazil)
4632,Perfil 2,2019-04-17 22:44:16,00:41:57,Star Trek: Discovery: Temporada 2: Pelo Vale das Sombras (Episódio 12),00:44:47,Not latest view,BR (Brazil)
4633,Perfil 2,2019-04-17 22:26:10,00:17:40,Star Trek: Discovery: Temporada 2: Infinito perpétuo (Episódio 11),00:47:57,00:47:57,BR (Brazil)
4634,Perfil 2,2019-04-17 22:24:43,00:01:01,Star Trek: Discovery: Temporada 2: Pelo Vale das Sombras (Episódio 12),00:01:01,Not latest view,BR (Brazil)
4635,Perfil 2,2019-04-16 16:44:23,00:14:59,Yoga - Arquitetura da Paz,00:14:59,Not latest view,BR (Brazil)
4636,Perfil 2,2019-04-16 05:56:04,00:46:44,Star Trek: Discovery: Temporada 2: Infinito perpétuo (Episódio 11),00:49:23,Not latest view,BR (Brazil)
4637,Perfil 2,2019-04-16 05:11:52,00:44:10,Star Trek: Discovery: Temporada 2: O anjo vermelho (Episódio 10),00:46:46,00:46:46,BR (Brazil)
4638,Perfil 2,2019-04-16 00:43:04,00:50:39,Descendentes,00:55:24,00:55:24,BR (Brazil)
4639,Perfil 2,2019-04-15 23:34:18,00:16:52,Areia Movediça: Temporada 1: Maja (Episódio 1),00:13:42,Not latest view,BR (Brazil)
4640,Perfil 2,2019-04-14 22:15:44,01:23:47,Amnésia,01:22:46,01:22:46,BR (Brazil)
4641,Perfil 2,2019-04-13 00:36:07,01:02:13,Sede de vingança,00:50:31,00:50:31,BR (Brazil)
4642,Perfil 2,2019-04-12 16:13:21,00:07:24,DEATH NOTE: Death Note: Dealings (Episódio 3),00:09:31,00:09:31,BR (Brazil)
4643,Perfil 2,2019-04-12 16:13:09,00:00:10,DEATH NOTE: Death Note: Confrontation (Episódio 2),00:21:42,00:21:42,BR (Brazil)
4644,Perfil 2,2019-04-11 23:40:06,00:53:23,Star Trek: Discovery: Temporada 2: Projeto Dédalo (Episódio 9),00:52:20,00:52:20,BR (Brazil)
4645,Perfil 2,2019-04-09 10:26:41,00:51:48,Star Trek: Discovery: Temporada 2: Se não me falha a memória (Episódio 8),00:53:24,00:53:24,BR (Brazil)
4646,Perfil 2,2019-04-09 09:47:41,00:38:52,Star Trek: Discovery: Temporada 2: Luz e sombras (Episódio 7),00:38:52,00:38:52,BR (Brazil)
4647,Perfil 2,2019-04-09 00:41:25,01:36:29,Um Lugar Solitário para Morrer,01:36:38,01:36:38,BR (Brazil)
4648,Perfil 2,2019-04-09 00:38:27,00:02:43,Um Lugar Solitário para Morrer,00:03:15,Not latest view,BR (Brazil)
4649,Perfil 2,2019-04-09 00:37:37,00:00:37,Um Lugar Solitário para Morrer,00:00:37,Not latest view,BR (Brazil)
4650,Perfil 2,2019-04-09 00:15:02,00:20:05,Um Contratempo,00:20:02,Not latest view,BR (Brazil)
4651,Perfil 2,2019-04-08 02:29:26,00:52:25,NOVA: As Rochas e a Vida na Terra,00:52:25,00:52:25,BR (Brazil)
4652,Perfil 2,2019-04-08 01:31:43,00:55:06,Star Trek: Discovery: Temporada 2: O som do trovão (Episódio 6),00:55:06,00:55:06,BR (Brazil)
4653,Perfil 2,2019-04-07 02:24:56,00:22:35,Truques da Mente: Temporada 5: Lógica (Episódio 9),00:22:04,00:22:04,BR (Brazil)
4654,Perfil 2,2019-04-07 02:02:42,00:22:04,Truques da Mente: Temporada 5: Por livre e espontânea pressão (Episódio 8),00:22:04,00:22:04,BR (Brazil)
4655,Perfil 2,2019-04-07 02:02:28,00:00:03,Truques da Mente: Temporada 5: Os mitos do cérebro (Episódio 7),00:00:04,00:00:04,BR (Brazil)
4656,Perfil 2,2019-04-07 01:20:09,00:41:59,Salvation: Temporada 1: Outra viagem ao redor do sol (Episódio 2),00:42:59,Not latest view,BR (Brazil)
4657,Perfil 2,2019-04-07 01:11:27,00:06:57,Ultraman: Temporada 1: Um poder que não vem da Terra (Episódio 1),00:07:36,00:07:36,BR (Brazil)
4658,Perfil 2,2019-04-06 22:33:55,01:40:04,A Vida Secreta de Zoe,01:40:38,01:40:38,BR (Brazil)
4659,Perfil 2,2019-04-06 18:38:13,01:34:15,A História Verdadeira,01:33:57,Not latest view,BR (Brazil)
4660,Perfil 2,2019-04-06 18:27:44,00:06:21,A Vida Secreta de Zoe,00:06:23,Not latest view,BR (Brazil)
4661,Perfil 2,2019-04-06 14:07:16,00:00:08,Chef's Table: Volume 6: Sean Brock (Episódio 4),00:00:08,00:00:08,BR (Brazil)
4662,Perfil 2,2019-04-06 13:23:07,00:44:01,Chef's Table: Volume 6: Asma Khan (Episódio 3),00:44:02,00:44:02,BR (Brazil)
4663,Perfil 2,2019-04-05 23:54:53,01:53:55,Newness,01:52:48,01:52:48,BR (Brazil)
4664,Perfil 2,2019-04-05 23:53:50,00:00:35,Newness,00:00:36,Not latest view,BR (Brazil)
4665,Perfil 2,2019-04-05 23:50:59,00:00:49,O Melhor de Mim,01:51:17,01:51:17,BR (Brazil)
4666,Perfil 2,2019-04-05 23:44:40,00:00:02,Durante a Tormenta,00:00:02,Not latest view,BR (Brazil)
4667,Perfil 2,2019-04-05 23:44:21,00:00:04,Durante a Tormenta,00:00:04,Not latest view,BR (Brazil)
4668,Perfil 2,2019-04-05 23:43:36,00:00:03,Salvation: Temporada 1: Outra viagem ao redor do sol (Episódio 2),00:00:59,Not latest view,BR (Brazil)
4669,Perfil 2,2019-04-05 23:22:31,00:16:30,The OA: Parte 2: Capítulo 1: Anjo da Morte (Episódio 1),00:16:30,00:16:30,BR (Brazil)
4670,Perfil 2,2019-04-05 00:03:57,00:45:17,Salvation: Temporada 1: Piloto (Episódio 1),00:44:40,Not latest view,BR (Brazil)
4671,Perfil 2,2019-04-04 22:29:04,00:41:36,Salvation: Temporada 1: Outra viagem ao redor do sol (Episódio 2),00:42:50,Not latest view,BR (Brazil)
4672,Perfil 2,2019-04-04 21:44:34,00:44:23,Salvation: Temporada 1: Piloto (Episódio 1),00:44:23,Not latest view,BR (Brazil)
4673,Perfil 2,2019-04-04 01:29:34,00:35:16,90 Minutos no Paraíso,01:25:05,Not latest view,BR (Brazil)
4674,Perfil 2,2019-04-04 00:29:37,00:49:49,90 Minutos no Paraíso,00:49:49,Not latest view,BR (Brazil)
4675,Perfil 2,2019-04-03 23:17:58,00:51:59,Doctor Foster: Temporada 2: Episódio 5 (Episódio 5),00:52:16,00:52:16,BR (Brazil)
4676,Perfil 2,2019-04-02 00:47:05,00:50:39,Doctor Foster: Temporada 2: Episódio 4 (Episódio 4),00:51:40,00:51:40,BR (Brazil)
4677,Perfil 2,2019-04-02 00:25:12,00:20:02,Doctor Foster: Temporada 2: Episódio 3 (Episódio 3),00:51:37,00:51:37,BR (Brazil)
4678,Perfil 2,2019-04-02 00:24:37,00:00:09,Doctor Foster: Temporada 2: Episódio 4 (Episódio 4),00:00:09,Not latest view,BR (Brazil)
4679,Perfil 2,2019-04-01 23:50:45,00:44:12,Chef's Table: Volume 6: Dario Cecchini (Episódio 2),00:44:12,00:44:12,BR (Brazil)
4680,Perfil 2,2019-04-01 22:31:16,00:52:34,Doctor Foster: Temporada 2: Episódio 3 (Episódio 3),00:52:14,Not latest view,BR (Brazil)
4681,Perfil 2,2019-04-01 00:32:39,00:53:36,Doctor Foster: Temporada 2: Episódio 2 (Episódio 2),00:52:14,00:52:14,BR (Brazil)
4682,Perfil 2,2019-03-31 23:51:09,00:32:22,Doctor Foster: Temporada 2: Episódio 1 (Episódio 1),00:51:16,00:51:16,BR (Brazil)
4683,Perfil 2,2019-03-31 21:28:45,00:18:54,Doctor Foster: Temporada 2: Episódio 1 (Episódio 1),00:18:54,Not latest view,BR (Brazil)
4684,Perfil 2,2019-03-31 18:16:18,00:51:31,Má Conduta,01:42:01,01:42:01,BR (Brazil)
4685,Perfil 2,2019-03-30 17:45:24,00:51:18,Star Trek: Discovery: Temporada 2: Santos da imperfeição (Episódio 5),00:51:01,00:51:01,BR (Brazil)
4686,Perfil 2,2019-03-29 16:32:51,00:47:42,Chef's Table: Volume 6: Mashama Bailey (Episódio 1),00:47:42,00:47:42,BR (Brazil)
4687,Perfil 2,2019-03-28 23:45:19,01:58:46,Um Homem Entre Gigantes,01:58:16,01:58:16,BR (Brazil)
4688,Perfil 2,2019-03-24 00:55:44,00:22:00,Truques da Mente: Temporada 5: Memória (Episódio 6),00:22:01,00:22:01,BR (Brazil)
4689,Perfil 2,2019-03-24 00:31:14,00:21:59,Truques da Mente: Temporada 5: O mundo paranormal (Episódio 5),00:22:04,00:22:04,BR (Brazil)
4690,Perfil 2,2019-03-24 00:09:01,00:22:04,Truques da Mente: Temporada 5: Dinheiro (Episódio 4),00:22:04,00:22:04,BR (Brazil)
4691,Perfil 2,2019-03-23 23:46:43,00:22:04,Truques da Mente: Temporada 5: Moralidade (Episódio 3),00:22:04,00:22:04,BR (Brazil)
4692,Perfil 2,2019-03-23 23:46:26,00:00:07,Truques da Mente: Temporada 5: Moralidade (Episódio 3),00:00:07,Not latest view,BR (Brazil)
4693,Perfil 2,2019-03-23 19:50:09,00:04:13,The OA: Parte 2: Capítulo 1: Anjo da Morte (Episódio 1),00:04:14,Not latest view,BR (Brazil)
4694,Perfil 2,2019-03-23 04:05:00,00:51:29,Star Trek: Discovery: Temporada 2: Santos da imperfeição (Episódio 5),00:52:27,Not latest view,BR (Brazil)
4695,Perfil 2,2019-03-23 03:17:18,00:47:33,Star Trek: Discovery: Temporada 2: Uma moeda para Caronte (Episódio 4),00:50:26,00:50:26,BR (Brazil)
4696,Perfil 2,2019-03-22 00:20:48,00:43:56,Família ao Resgate: Temporada 1: Papai sabe das coisas (Episódio 10),00:42:41,00:42:41,BR (Brazil)
4697,Perfil 2,2019-03-22 00:16:29,00:01:47,Família ao Resgate: Temporada 1: Acorde (Episódio 9),00:42:24,00:42:24,BR (Brazil)
4698,Perfil 2,2019-03-21 21:53:18,00:43:03,Família ao Resgate: Temporada 1: Acorde (Episódio 9),00:42:23,Not latest view,BR (Brazil)
4699,Perfil 2,2019-03-21 02:39:25,00:02:52,Família ao Resgate: Temporada 1: Acorde (Episódio 9),00:01:28,Not latest view,BR (Brazil)
4700,Perfil 2,2019-03-21 01:56:25,00:42:33,Família ao Resgate: Temporada 1: O urso (Episódio 8),00:42:33,00:42:33,BR (Brazil)
4701,Perfil 2,2019-03-21 01:03:40,00:36:48,Família ao Resgate: Temporada 1: Uma linha divisória (Episódio 7),00:42:42,00:42:42,BR (Brazil)
4702,Perfil 2,2019-03-21 00:56:59,00:05:55,Família ao Resgate: Temporada 1: Uma linha divisória (Episódio 7),00:05:55,Not latest view,BR (Brazil)
4703,Perfil 2,2019-03-20 00:02:37,00:43:53,Família ao Resgate: Temporada 1: As pequenas coisas (Episódio 6),00:43:53,00:43:53,BR (Brazil)
4704,Perfil 2,2019-03-19 01:02:24,00:18:34,Família ao Resgate: Temporada 1: As pequenas coisas (Episódio 6),00:17:16,Not latest view,BR (Brazil)
4705,Perfil 2,2019-03-19 00:18:28,00:34:55,Família ao Resgate: Temporada 1: Daqui a um ano (Episódio 5),00:42:54,00:42:54,BR (Brazil)
4706,Perfil 2,2019-03-17 22:14:39,00:13:39,Família ao Resgate: Temporada 1: Daqui a um ano (Episódio 5),00:14:19,Not latest view,BR (Brazil)
4707,Perfil 2,2019-03-17 22:10:00,00:01:40,Família ao Resgate: Temporada 1: D-U-A-L-I-D-A-D-E (Episódio 4),00:42:31,00:42:31,BR (Brazil)
4708,Perfil 2,2019-03-17 22:08:30,00:00:58,Família ao Resgate: Temporada 1: Daqui a um ano (Episódio 5),00:00:40,Not latest view,BR (Brazil)
4709,Perfil 2,2019-03-17 22:08:07,00:00:03,Família ao Resgate: Temporada 1: Daqui a um ano (Episódio 5),00:00:03,Not latest view,BR (Brazil)
4710,Perfil 2,2019-03-17 19:14:10,00:42:38,Família ao Resgate: Temporada 1: D-U-A-L-I-D-A-D-E (Episódio 4),00:42:42,Not latest view,BR (Brazil)
4711,Perfil 2,2019-03-17 19:06:11,00:07:31,Família ao Resgate: Temporada 1: As coisas da Sarah (Episódio 3),00:42:37,00:42:37,BR (Brazil)
4712,Perfil 2,2019-03-17 18:33:03,00:30:47,Família ao Resgate: Temporada 1: As coisas da Sarah (Episódio 3),00:35:08,Not latest view,BR (Brazil)
4713,Perfil 2,2019-03-17 18:28:05,00:04:22,Família ao Resgate: Temporada 1: As coisas da Sarah (Episódio 3),00:04:22,Not latest view,BR (Brazil)
4714,Perfil 2,2019-03-17 01:26:17,00:42:45,Família ao Resgate: Temporada 1: Fazer uma limonada do limão (Episódio 2),00:42:49,00:42:49,BR (Brazil)
4715,Perfil 2,2019-03-17 01:20:49,00:03:30,Família ao Resgate: Temporada 1: O que tiver que acontecer (Episódio 1),00:43:16,00:43:16,BR (Brazil)
4716,Perfil 2,2019-03-17 01:20:14,00:00:14,Família ao Resgate: Temporada 1: Fazer uma limonada do limão (Episódio 2),00:00:14,Not latest view,BR (Brazil)
4717,Perfil 2,2019-03-15 23:31:46,01:45:41,Heal - O Poder da Mente,01:44:11,Not latest view,BR (Brazil)
4718,Perfil 2,2019-03-15 23:30:48,00:00:40,Heal - O Poder da Mente,00:00:38,Not latest view,BR (Brazil)
4719,Perfil 2,2019-03-15 01:31:32,00:19:04,Star Trek: Discovery: Temporada 2: Ponto de luz (Episódio 3),00:48:40,00:48:40,BR (Brazil)
4720,Perfil 2,2019-03-15 00:54:05,00:33:24,Star Trek: Discovery: Temporada 2: Ponto de luz (Episódio 3),00:29:36,Not latest view,BR (Brazil)
4721,Perfil 2,2019-03-15 00:10:24,00:42:55,Star Trek: Discovery: Temporada 2: Novo Éden (Episódio 2),00:42:55,00:42:55,BR (Brazil)
4722,Perfil 2,2019-03-13 01:31:58,00:22:04,Truques da Mente: Temporada 5: Os dois lados do cérebro (Episódio 2),00:22:04,00:22:04,BR (Brazil)
4723,Perfil 2,2019-03-13 01:09:29,00:21:48,Truques da Mente: Temporada 5: Senso comum (Episódio 1),00:21:48,00:21:48,BR (Brazil)
4724,Perfil 2,2019-03-13 00:25:20,00:43:10,Família ao Resgate: Temporada 1: O que tiver que acontecer (Episódio 1),00:43:16,Not latest view,BR (Brazil)
4725,Perfil 2,2019-03-12 23:21:34,01:01:14,Star Trek: Discovery: Temporada 2: Irmão (Episódio 1),00:59:20,00:59:20,BR (Brazil)
4726,Perfil 2,2019-03-12 23:16:18,00:04:47,Star Trek: Discovery: Temporada 1: Segure a minha mão? (Episódio 15),00:05:58,00:05:58,BR (Brazil)
4727,Perfil 2,2019-03-12 00:24:13,01:48:25,O Menino que Descobriu o Vento,01:48:36,01:48:36,BR (Brazil)
4728,Perfil 2,2019-03-12 00:22:25,00:00:17,O Menino que Descobriu o Vento,00:00:17,Not latest view,BR (Brazil)
4729,Perfil 2,2019-03-11 23:41:49,00:07:14,Família ao Resgate: Temporada 1: O que tiver que acontecer (Episódio 1),00:07:14,Not latest view,BR (Brazil)
4730,Perfil 2,2019-03-11 02:16:00,00:49:58,Um Crime Perfeito,01:44:47,01:44:47,BR (Brazil)
4731,Perfil 2,2019-03-11 02:10:24,00:01:46,Um Crime Perfeito,00:55:32,Not latest view,BR (Brazil)
4732,Perfil 2,2019-03-11 01:38:52,00:26:24,Um Crime Perfeito,00:53:47,Not latest view,BR (Brazil)
4733,Perfil 2,2019-03-11 01:37:13,00:01:23,Um Crime Perfeito,00:27:55,Not latest view,BR (Brazil)
4734,Perfil 2,2019-03-11 01:08:29,00:25:16,Um Crime Perfeito,00:26:33,Not latest view,BR (Brazil)
4735,Perfil 2,2019-03-10 22:46:52,01:47:21,Seu Filho,01:42:56,01:42:56,BR (Brazil)
4736,Perfil 2,2019-03-07 12:21:48,00:07:44,The Umbrella Academy: Temporada 1: Comum (só que não) (Episódio 3),00:07:44,00:07:44,BR (Brazil)
4737,Perfil 2,2019-03-07 12:05:28,00:16:04,"The Umbrella Academy: Temporada 1: Corre, cara, corre (Episódio 2)",00:55:41,00:55:41,BR (Brazil)
4738,Perfil 2,2019-03-07 12:05:20,00:00:02,The Umbrella Academy: Temporada 1: Número Cinco (Episódio 5),00:00:02,00:00:02,BR (Brazil)
4739,Perfil 2,2019-03-04 17:52:26,00:33:39,"The Umbrella Academy: Temporada 1: Corre, cara, corre (Episódio 2)",00:43:40,Not latest view,US (United States)
4740,Perfil 2,2019-03-04 17:42:16,00:09:24,"The Umbrella Academy: Temporada 1: Corre, cara, corre (Episódio 2)",00:09:59,Not latest view,US (United States)
4741,Perfil 2,2019-03-02 00:20:42,00:39:32,"A Anatomia de Grey: Temporada 1: Longa noite, longo dia (Episódio 1)",00:39:32,00:39:32,BR (Brazil)
4742,Perfil 2,2019-03-01 22:01:59,00:01:30,A Origem,00:01:30,Not latest view,BR (Brazil)
4743,Perfil 2,2019-03-01 21:57:01,00:04:12,Você: Temporada 1: Piloto (Episódio 1),00:22:39,Not latest view,BR (Brazil)
4744,Perfil 2,2019-03-01 21:37:11,00:19:25,Você: Temporada 1: Piloto (Episódio 1),00:18:27,Not latest view,BR (Brazil)
4745,Perfil 2,2019-02-28 23:06:17,01:37:33,Zootopia: Essa Cidade é o Bicho,01:37:41,01:37:41,BR (Brazil)
4746,Perfil 2,2019-02-28 00:02:39,00:43:15,Dirty John - O Golpe do Amor: John Meehan: Essa jovem lutou muito (Episódio 8),00:41:49,00:41:49,BR (Brazil)
4747,Perfil 2,2019-02-27 23:21:42,00:32:20,Dirty John - O Golpe do Amor: John Meehan: Cavalheirismo (Episódio 7),00:41:00,00:41:00,BR (Brazil)
4748,Perfil 2,2019-02-26 01:05:19,00:41:59,Dirty John - O Golpe do Amor: John Meehan: Cavalheirismo (Episódio 7),00:42:03,Not latest view,BR (Brazil)
4749,Perfil 2,2019-02-26 00:23:36,00:40:32,Dirty John - O Golpe do Amor: John Meehan: Um sapato (Episódio 6),00:40:32,00:40:32,BR (Brazil)
4750,Perfil 2,2019-02-25 23:57:30,00:25:00,Dirty John - O Golpe do Amor: John Meehan: Chefão da Cosa Nostra (Episódio 5),00:47:13,00:47:13,BR (Brazil)
4751,Perfil 2,2019-02-25 23:22:17,00:22:14,Dirty John - O Golpe do Amor: John Meehan: Chefão da Cosa Nostra (Episódio 5),00:22:14,Not latest view,BR (Brazil)
4752,Perfil 2,2019-02-25 00:59:47,00:41:47,Dirty John - O Golpe do Amor: John Meehan: Fragmento (Episódio 4),00:41:47,00:41:47,BR (Brazil)
4753,Perfil 2,2019-02-24 18:18:36,01:51:06,Duelo de Titãs,01:51:06,01:51:06,BR (Brazil)
4754,Perfil 2,2019-02-24 16:29:41,01:42:42,Filhos da esperança,01:40:28,01:40:28,BR (Brazil)
4755,Perfil 2,2019-02-24 16:24:25,00:04:34,Valente,00:04:34,00:04:34,BR (Brazil)
4756,Perfil 2,2019-02-24 14:29:21,00:14:00,Dirty John - O Golpe do Amor: John Meehan: Fragmento (Episódio 4),00:14:00,Not latest view,BR (Brazil)
4757,Perfil 2,2019-02-24 12:29:47,00:00:34,"The Umbrella Academy: Temporada 1: Corre, cara, corre (Episódio 2)",00:00:34,Not latest view,BR (Brazil)
4758,Perfil 2,2019-02-23 19:47:15,00:47:38,Dirty John - O Golpe do Amor: John Meehan: Lembre-se que fui eu (Episódio 3),00:47:17,00:47:17,BR (Brazil)
4759,Perfil 2,2019-02-23 19:46:36,00:00:30,Dirty John - O Golpe do Amor: John Meehan: Bandeiras vermelhas e desfiles (Episódio 2),00:00:30,00:00:30,BR (Brazil)
4760,Perfil 2,2019-02-23 19:24:22,00:22:00,Dirty John - O Golpe do Amor: John Meehan: Bandeiras vermelhas e desfiles (Episódio 2),00:46:59,Not latest view,BR (Brazil)
4761,Perfil 2,2019-02-23 19:17:54,00:06:19,Ugly Delicious: Temporada 1: Tacos (Episódio 2),00:06:19,00:06:19,BR (Brazil)
4762,Perfil 2,2019-02-23 18:55:03,00:12:37,Dirty John - O Golpe do Amor: John Meehan: Bandeiras vermelhas e desfiles (Episódio 2),00:24:59,Not latest view,BR (Brazil)
4763,Perfil 2,2019-02-23 18:05:19,00:10:33,Dirty John - O Golpe do Amor: John Meehan: Bandeiras vermelhas e desfiles (Episódio 2),00:10:33,Not latest view,BR (Brazil)
4764,Perfil 2,2019-02-23 00:59:43,00:02:43,Dirty John - O Golpe do Amor: John Meehan: Bandeiras vermelhas e desfiles (Episódio 2),00:02:43,Not latest view,BR (Brazil)
4765,Perfil 2,2019-02-22 23:21:51,01:30:54,Close,01:30:54,01:30:54,BR (Brazil)
4766,Perfil 2,2019-02-22 23:21:26,00:00:10,Close,00:00:10,Not latest view,BR (Brazil)
4767,Perfil 2,2019-02-22 22:52:00,00:24:43,Ugly Delicious: Temporada 1: Pizza (Episódio 1),00:51:46,00:51:46,BR (Brazil)
4768,Perfil 2,2019-02-20 22:47:03,01:23:25,Hotel Transilvânia 2,01:23:25,01:23:25,BR (Brazil)
4769,Perfil 2,2019-02-20 22:46:34,00:00:03,Hotel Transilvânia 2,00:00:03,Not latest view,BR (Brazil)
4770,Perfil 2,2019-02-20 00:08:21,00:47:30,Dirty John - O Golpe do Amor: John Meehan: Sonhos alcançáveis (Episódio 1),00:50:16,00:50:16,BR (Brazil)
4771,Perfil 2,2019-02-17 23:52:48,01:02:03,The Umbrella Academy: Temporada 1: A gente só se encontra em casamentos e funerais (Episódio 1),00:57:23,00:57:23,BR (Brazil)
4772,Perfil 2,2019-02-17 23:41:50,00:00:09,Dumplin',00:00:01,00:00:01,BR (Brazil)
4773,Perfil 2,2019-02-16 23:14:36,01:42:34,Corpo Fechado,01:42:35,01:42:35,BR (Brazil)
4774,Perfil 2,2019-02-14 23:11:00,01:31:43,Quando os Anjos Dormem,01:31:43,Not latest view,BR (Brazil)
4775,Perfil 2,2019-02-11 22:36:17,00:22:19,Rick and Morty: Temporada 3: Rick Pepino (Episódio 3),00:22:19,00:22:19,BR (Brazil)
4776,Perfil 2,2019-02-11 22:14:47,00:21:23,Rick and Morty: Temporada 3: Rickcurtindo a Pedra (Episódio 2),00:21:46,Not latest view,BR (Brazil)
4777,Perfil 2,2019-02-07 23:43:42,00:27:03,Ugly Delicious: Temporada 1: Pizza (Episódio 1),00:27:03,Not latest view,BR (Brazil)
4778,Perfil 2,2019-02-07 21:52:49,01:42:25,Operação Big Hero,01:41:27,01:41:27,BR (Brazil)
4779,Perfil 2,2019-02-04 22:08:31,01:10:24,Como treinar o seu dragão,01:10:24,01:10:24,BR (Brazil)
4780,Perfil 2,2019-02-03 23:47:30,00:48:32,Dark: Temporada 1: Segredos (Episódio 1),00:48:32,Not latest view,BR (Brazil)
4781,Perfil 2,2019-02-03 00:41:27,00:21:55,Os 3 Lá Embaixo: Contos da Arcadia: Parte 1: Terra desconhecida - Parte 1 (Episódio 1),00:21:55,00:21:55,BR (Brazil)
4782,Perfil 2,2019-02-02 23:33:47,01:04:00,O sexto sentido,01:04:00,01:04:00,BR (Brazil)
4783,Perfil 2,2019-02-02 23:33:14,00:00:22,O sexto sentido,00:00:22,Not latest view,BR (Brazil)
4784,Perfil 2,2019-02-02 22:10:55,01:20:38,Mulan,01:21:37,01:21:37,BR (Brazil)
4785,Perfil 2,2019-02-02 22:05:18,00:01:07,Mulan,00:01:07,Not latest view,BR (Brazil)
4786,Perfil 2,2019-02-02 22:04:29,00:00:23,O sexto sentido,00:00:23,Not latest view,BR (Brazil)
4787,Perfil 2,2019-01-31 22:30:16,00:00:56,Star Trek: Discovery: Temporada 1: Contexto é para reis (Episódio 3),00:02:07,00:02:07,BR (Brazil)
4788,Perfil 2,2019-01-31 21:52:36,00:37:40,Star Trek: Discovery: Temporada 1: Batalha das Estrelas Binárias (Episódio 2),00:37:40,Not latest view,BR (Brazil)
4789,Perfil 2,2019-01-30 23:31:15,00:46:29,Zootopia: Essa Cidade é o Bicho,00:46:29,Not latest view,BR (Brazil)
4790,Perfil 2,2019-01-30 23:05:22,00:21:41,DEATH NOTE: Death Note: Rebirth (Episódio 1),00:21:41,Not latest view,BR (Brazil)
4791,Perfil 2,2019-01-30 22:50:55,00:02:14,DEATH NOTE: Death Note: Dealings (Episódio 3),00:19:47,Not latest view,BR (Brazil)
4792,Perfil 2,2019-01-29 19:08:39,00:43:11,Star Trek: Discovery: Temporada 1: O olá vulcano (Episódio 1),00:42:21,Not latest view,BR (Brazil)
4793,Perfil 2,2019-01-29 15:54:11,00:16:47,DEATH NOTE: Death Note: Dealings (Episódio 3),00:17:35,Not latest view,BR (Brazil)
4794,Perfil 2,2019-01-29 15:32:22,00:21:32,DEATH NOTE: Death Note: Confrontation (Episódio 2),00:21:32,Not latest view,BR (Brazil)
4795,Perfil 2,2019-01-29 15:01:36,00:27:56,Maniac: Minissérie: O escolhido (Episódio 1),00:37:44,00:37:44,BR (Brazil)
4796,Perfil 2,2019-01-29 14:05:43,00:09:57,Maniac: Minissérie: O escolhido (Episódio 1),00:09:47,Not latest view,BR (Brazil)
4797,Perfil 2,2019-01-29 11:23:33,01:52:24,Fragmentado,01:52:33,01:52:33,BR (Brazil)
4798,Perfil 2,2019-01-29 11:09:01,00:13:39,DEATH NOTE: Death Note: Rebirth (Episódio 1),00:21:30,Not latest view,BR (Brazil)
4799,Perfil 2,2019-01-26 09:48:33,00:00:01,Fragmentado,00:00:01,Not latest view,PT (Portugal)
4800,Perfil 2,2019-01-26 09:48:24,00:00:02,DEATH NOTE: Death Note: Rebirth (Episódio 1),00:07:50,Not latest view,PT (Portugal)
4801,Perfil 2,2019-01-25 18:03:24,00:00:16,Fragmentado,00:00:16,Not latest view,PT (Portugal)
4802,Perfil 2,2019-01-25 18:03:08,00:00:04,Fragmentado,00:00:04,Not latest view,PT (Portugal)
